10us,Module,Name,DemangledName,Type,RawType,Size,DefaultValues,Comment,IsReadOnly
0xA90850,,_ZN11CTheScripts14MissionCleanUpE_2,CTheScripts::MissionCleanUp,CMissionCleanupList,,601,,,0
0xA90AB0,,_ZN11CTheScripts9StuckCarsE,CTheScripts::StuckCars,,,1,,,0
0xA90CF0,,_externalScriptTriggers,_externalScriptTriggers,CScriptTrigger[],,1400,,,0
0xA91268,,_ZN11CTheScripts17ScriptSphereArrayE,CTheScripts::ScriptSphereArray,,,1,,,0
0xA913E8,,_ZN11CTheScripts14IntroTextLinesE,CTheScripts::IntroTextLines,tScriptText[96],,6528,,,0
0xA92D68,,_ZN11CTheScripts15IntroRectanglesE,CTheScripts::IntroRectangles,tScriptRectangle[80],,4800,,,0
0xA94B68,,_ZN11CTheScripts13ScriptSpritesE,CTheScripts::ScriptSprites,CSprite2d,,512,,,0
0xA94D68,,_ZN11CTheScripts22ScriptSearchLightArrayE,CTheScripts::ScriptSearchLightArray,,,1,,,0
0xA951F8,,colPoints32,colPoints32,CColPoint *,,1408,,,0
0xA957F8,,_ZN10CSetPieces6bDebugE,CSetPieces::bDebug,,,1,,,0
0xA957FC,,_ZN10CSetPieces12NumSetPiecesE,CSetPieces::NumSetPieces,,,1,,,0
0xA95818,,_ZN10CSetPieces10aSetPiecesE,CSetPieces::aSetPieces,CSetPiece[210],,6720,,,0
0xA98650,,_shoppingItemsPrices,_shoppingItemsPrices,CShoppingItemPrice[],,8,,,0
0xA9A310,,Size,Size,int,,4,,,0
0xA9A7D0,,_shoppingItemsPricesCount,_shoppingItemsPricesCount,,,1,,,0
0xA9A810,,_savedPlayerShoppingItems,_savedPlayerShoppingItems,,,1,,,0
0xA9A888,,_ZN17CStuntJumpManager17mp_poolStuntJumpsE,CStuntJumpManager::mp_poolStuntJumps,void *,,4,,,0
0xA9A88C,,_ZN17CStuntJumpManager9mp_ActiveE,CStuntJumpManager::mp_Active,,,1,,,0
0xA9A890,,_isStuntJumpsAllowed,_isStuntJumpsAllowed,,,1,,,0
0xA9A891,,_ZN17CStuntJumpManager12m_bHitRewardE,CStuntJumpManager::m_bHitReward,,,1,,,0
0xA9A894,,_ZN17CStuntJumpManager8m_iTimerE,CStuntJumpManager::m_iTimer,,,1,,,0
0xA9A898,,_ZN17CStuntJumpManager11m_jumpStateE,CStuntJumpManager::m_jumpState,,,1,,,0
0xA9A89C,,_ZN17CStuntJumpManager11m_iNumJumpsE,CStuntJumpManager::m_iNumJumps,,,1,,,0
0xA9A8A0,,_ZN17CStuntJumpManager15m_iNumCompletedE,CStuntJumpManager::m_iNumCompleted,,,1,,,0
0xA9A8C0,,_ZN11CTagManager10ms_tagDescE,CTagManager::ms_tagDesc,tTagDesc[150],,1200,,,0
0xA9AD70,,_ZN11CTagManager10ms_numTagsE,CTagManager::ms_numTags,,,1,,,0
0xA9AD74,,_ZN11CTagManager12ms_numTaggedE,CTagManager::ms_numTagged,,,1,,,0
0xA9AD94,,trafflight_colorBlueTable,trafflight_colorBlueTable,char[],,1,,,0
0xA9AE00,,g_fx,g_fx,Fx_c,,112,,,0
0xA9AE80,,g_fxMan,g_fxMan,FxManager_c,,188,,,0
0xA9AF6C,,_globalEvents,_globalEvents,,,1,,,0
0xA9AFB8,,object,object,CEntity *,,4,,,0
0xA9B0B0,,_ZN22CDamageAtomicModelInfo23m_bCreateDamagedVersionE,CDamageAtomicModelInfo::m_bCreateDamagedVersion,,,1,,,0
0xA9B0C8,,_ZN10CModelInfo16ms_modelInfoPtrsE,CModelInfo::ms_modelInfoPtrs,CVehicleModelInfo *[20000],,80000,,,0
0xAAE948,,_ZN10CModelInfo23ms_lastPositionSearchedE,CModelInfo::ms_lastPositionSearched,,,1,,,0
0xAAE950,,_objsModels,_objsModels,,,1,,,0
0xB1BF58,,_Z6CStoreI22CDamageAtomicModelInfoLi70EE,"CStore<CDamageAtomicModelInfo,70>",,,1,,,0
0xB1C934,,obj85BC70_store,obj85BC70_store,,,1,,,0
0xB1C960,,_tobjModels,_tobjModels,,,1,,,0
0xB1E128,,obj85BCF0_store,obj85BCF0_store,,,1,,,0
0xB1E158,,_weapModels,_weapModels,,,1,,,0
0xB1E958,,_ZN6CStoreI15CClumpModelInfoE,_ZN6CStoreI15CClumpModelInfoE,,,1,,,0
0xB1F650,,vehicleModels,vehicleModels,,,1,,,0
0xB478F8,,_pedsModels,_pedsModels,,,1,,,0
0xB4C2D8,,_d2fxModels,_d2fxModels,C2dfxInfoStore,,8212,,,0
0xB4E3E8,,_ZN17CVehicleModelInfo11ms_lightsOnE,CVehicleModelInfo::ms_lightsOn,,,1,,,0
0xB4E3EC,,gpWhiteTexture,gpWhiteTexture,RwTexture *,,4,,,0
0xB4E3F0,,_ZN17CVehicleModelInfo13ms_currentColE,CVehicleModelInfo::ms_currentCol,,,1,,,0
0xB4E3F8,,_ZN17CVehicleModelInfo16ms_upgradeWheelsE,CVehicleModelInfo::ms_upgradeWheels,__int16[60],,120,,,0
0xB4E470,,_ZN17CVehicleModelInfo19ms_numWheelUpgradesE,CVehicleModelInfo::ms_numWheelUpgrades,,,1,,,0
0xB4E478,,_ZN17CVehicleModelInfo12ms_compsUsedE,CVehicleModelInfo::ms_compsUsed,,,1,,,0
0xB4E47C,,_ZN17CVehicleModelInfo16ms_pRemapTextureE,CVehicleModelInfo::ms_pRemapTexture,,,1,,,0
0xB4E480,,_ZN17CVehicleModelInfo21ms_vehicleColourTableE,CVehicleModelInfo::ms_vehicleColourTable,RwRGBA[128],,512,,,0
0xB4E680,,_ZN17CVehicleModelInfo17CVehicleStructure11m_pInfoPoolE,CVehicleModelInfo::CVehicleStructure::m_pInfoPool,,,1,,,0
0xB4E688,,vehicleTxd,vehicleTxd,RwTexDictionary *,,4,,,0
0xB4E68C,,_ZN17CVehicleModelInfo17ms_pLightsTextureE,CVehicleModelInfo::ms_pLightsTexture,RwTexture *,,4,,,0
0xB4E690,,_ZN17CVehicleModelInfo19ms_pLightsOnTextureE,CVehicleModelInfo::ms_pLightsOnTexture,RwTexture *,,4,,,0
0xB4E6A0,,gtaSavedTextureFindCallback,gtaSavedTextureFindCallback,int,,4,,,0
0xB4E6B8,,_carFrame,_carFrame,RwFrame *,,4,,,0
0xB4E6D8,,_ZN17CVehicleModelInfo17ms_linkedUpgradesE,CVehicleModelInfo::ms_linkedUpgrades,ComponentLinks,,124,,,0
0xB4E770,,__RwD3D9QuadVerts,__RwD3D9QuadVerts,,,1,,,0
0xB4E7E0,,__rwD3D9PixelFormatInfo,__rwD3D9PixelFormatInfo,PixelFormat[128],,512,,,0
0xB4E9E0,,RasterExtOffset,RasterExtOffset,_rwD3D9RasterExt *,,4,,,0
0xB4E9E4,,__RwD3D9CurrentRasterTarget,__RwD3D9CurrentRasterTarget,,,1,,,0
0xB4E9E8,,_MaxPaletteIndexFree,_MaxPaletteIndexFree,,,1,,,0
0xB4E9EC,,_NumPaletteIndexFree,_NumPaletteIndexFree,,,1,,,0
0xB4E9F4,,_PaletteIndexFree,_PaletteIndexFree,,,1,,,0
0xB4E9F8,,_PaletteFreeList,_PaletteFreeList,,,1,,,0
0xB4E9FC,,_VideoMemoryRasters,_VideoMemoryRasters,,,1,,,0
0xB4EA00,,_VideoMemoryRastersFreeList,_VideoMemoryRastersFreeList,,,1,,,0
0xB4EA28,,_ZN12CAnimManager26ms_numAnimAssocDefinitionsE,CAnimManager::ms_numAnimAssocDefinitions,int,,4,,,0
0xB4EA2C,,_ZN12CAnimManager16ms_numAnimationsE,CAnimManager::ms_numAnimations,,,1,,,0
0xB4EA30,,_ZN12CAnimManager16ms_numAnimBlocksE,CAnimManager::ms_numAnimBlocks,,,1,,,0
0xB4EA34,,_ZN12CAnimManager19ms_aAnimAssocGroupsE,CAnimManager::ms_aAnimAssocGroups,CAnimBlendAssocGroup *,,4,,,0
0xB4EA40,,_ZN12CAnimManager14ms_aAnimationsE,CAnimManager::ms_aAnimations,CAnimBlendHierarchy[2500],,60000,,,0
0xB5D4A0,,_ZN12CAnimManager14ms_aAnimBlocksE,CAnimManager::ms_aAnimBlocks,CAnimBlock[180],,5760,,,0
0xB5EB20,,_ZN12CAnimManager12ms_animCacheE,CAnimManager::ms_animCache,,,1,,,0
0xB5EB58,,CCutsceneMgr::numPlayerWeaponsToRestore,CCutsceneMgr__numPlayerWeaponsToRestore,,,1,,,0
0xB5EB5C,,CCutsceneMgr::playerWeaponsToRestore_Ammo,CCutsceneMgr__playerWeaponsToRestore_Ammo,int[],,52,,,0
0xB5EB90,,CCutsceneMgr::playerWeaponsToRestore_Type,CCutsceneMgr__playerWeaponsToRestore_Type,int[],,52,,,0
0xB5EBC8,,_ZN12CCutsceneMgr18ms_cAppendAnimNameE,CCutsceneMgr::ms_cAppendAnimName,char[50][32],,1600,,,0
0xB5F208,,_ZN12CCutsceneMgr20ms_cAppendObjectNameE,CCutsceneMgr::ms_cAppendObjectName,char[50][32],,1600,,,0
0xB5F848,,_ZN12CCutsceneMgr15ms_pCutsceneDirE,CCutsceneMgr::ms_pCutsceneDir,CDirectory *,,4,,,0
0xB5F84C,,_ZN12CCutsceneMgr21ms_cutsceneLoadStatusE,CCutsceneMgr::ms_cutsceneLoadStatus,,,1,,,0
0xB5F850,,_ZN12CCutsceneMgr13ms_animLoadedE,CCutsceneMgr::ms_animLoaded,,,1,,,0
0xB5F851,,_ZN12CCutsceneMgr10ms_runningE,CCutsceneMgr::ms_running,,,1,,,0
0xB5F852,,_ZN12CCutsceneMgr21ms_cutsceneProcessingE,CCutsceneMgr::ms_cutsceneProcessing,,,1,,,0
0xB5F853,,_ZN12CCutsceneMgr19ms_useLodMultiplierE,CCutsceneMgr::ms_useLodMultiplier,,,1,,,0
0xB5F854,,_ZN12CCutsceneMgr21ms_wasCutsceneSkippedE,CCutsceneMgr::ms_wasCutsceneSkipped,,,1,,,0
0xB5F855,,_ZN12CCutsceneMgr14ms_hasFileInfoE,CCutsceneMgr::ms_hasFileInfo,,,1,,,0
0xB5F858,,_ZN12CCutsceneMgr23ms_numAppendObjectNamesE,CCutsceneMgr::ms_numAppendObjectNames,,,1,,,0
0xB5F85C,,CCutsceneMgr::restoreEverythingAfterCutscene,CCutsceneMgr__restoreEverythingAfterCutscene,,,1,,,0
0xB5F878,,ClumpOffset,ClumpOffset,CAnimBlendClumpData *,,4,,,0
0xB5F87C,,g_BoneFoundByName,g_BoneFoundByName,AnimBlendFrameData *,,4,,,0
0xB5F898,,g_numSoundChannelsUsed,g_numSoundChannelsUsed,,,1,,,0
0xB5F8B8,,AEAudioHardware,AEAudioHardware,CAEAudioHardware,,4120,,,0
0xB608D0,,AESmoothFadeThread,AESmoothFadeThread,,,1,,,0
0xB610F0,,Frequency,Frequency,LARGE_INTEGER,,8,,,0
0xB612D8,,_audioDecryptor,_audioDecryptor,,,1,,,0
0xB612F0,,pWaterfall,pWaterfall,CAESound *[3],,12,,,0
0xB612FC,,pFogHorn,pFogHorn,CAESound *,,4,,,0
0xB61318,,AmbientNumShots,AmbientNumShots,int,,4,,,0
0xB6131C,,AmbientWeaponType,AmbientWeaponType,eWeaponType,,4,,,0
0xB61320,,AmbientShotsDelayTime,AmbientShotsDelayTime,int,,4,,,0
0xB613D0,,_ZN23CAEPedSpeechAudioEntity16s_nCJWellDressedE,CAEPedSpeechAudioEntity::s_nCJWellDressed,,,1,,,0
0xB613D4,,_ZN23CAEPedSpeechAudioEntity8s_nCJFatE,CAEPedSpeechAudioEntity::s_nCJFat,,,1,,,0
0xB613D8,,_ZN23CAEPedSpeechAudioEntity16s_nCJGangBangingE,CAEPedSpeechAudioEntity::s_nCJGangBanging,,,1,,,0
0xB613DC,,_ZN23CAEPedSpeechAudioEntity14s_nCJBasicMoodE,CAEPedSpeechAudioEntity::s_nCJBasicMood,,,1,,,0
0xB613E0,,_ZN23CAEPedSpeechAudioEntity21s_nCJMoodOverrideTimeE,CAEPedSpeechAudioEntity::s_nCJMoodOverrideTime,,,1,,,0
0xB613E5,,_ZN23CAEPedSpeechAudioEntity18s_bAPlayerSpeakingE,CAEPedSpeechAudioEntity::s_bAPlayerSpeaking,,,1,,,0
0xB613E6,,_ZN23CAEPedSpeechAudioEntity20s_bAllSpeechDisabledE,CAEPedSpeechAudioEntity::s_bAllSpeechDisabled,,,1,,,0
0xB613FC,,_ZN23CAEPedSpeechAudioEntity30s_bPlayerConversationHappeningE,CAEPedSpeechAudioEntity::s_bPlayerConversationHappening,,,1,,,0
0xB613FD,,_ZN23CAEPedSpeechAudioEntity27s_bPedConversationHappeningE,CAEPedSpeechAudioEntity::s_bPedConversationHappening,,,1,,,0
0xB61670,,gGlobalSpeechContextNextPlayTime,gGlobalSpeechContextNextPlayTime,int[],,1440,,,0
0xB61C4C,,_ZN23CAEPedSpeechAudioEntity16s_PedSpeechSlotsE,CAEPedSpeechAudioEntity::s_PedSpeechSlots,__int16[],,2,,,0
0xB61CFC,,_ZN27CAEPoliceScannerAudioEntity18s_bStoppingScannerE,CAEPoliceScannerAudioEntity::s_bStoppingScanner,,,1,,,0
0xB61D00,,_ZN27CAEPoliceScannerAudioEntity8s_pSoundE,CAEPoliceScannerAudioEntity::s_pSound,,,1,,,0
0xB61D10,,_ZN27CAEPoliceScannerAudioEntity15s_pCurrentSlotsE,CAEPoliceScannerAudioEntity::s_pCurrentSlots,,,1,,,0
0xB61D48,,_ZN27CAEPoliceScannerAudioEntity16s_pPSControllingE,CAEPoliceScannerAudioEntity::s_pPSControlling,CAEPoliceScannerAudioEntity *,,4,,,0
0xB61D4C,,_ZN27CAEPoliceScannerAudioEntity23s_nScannerPlaybackStateE,CAEPoliceScannerAudioEntity::s_nScannerPlaybackState,,,1,,,0
0xB61D4E,,_ZN27CAEPoliceScannerAudioEntity18s_bScannerDisabledE,CAEPoliceScannerAudioEntity::s_bScannerDisabled,,,1,,,0
0xB61D50,,_ZN27CAEPoliceScannerAudioEntity28s_NextNewScannerDialogueTimeE,CAEPoliceScannerAudioEntity::s_NextNewScannerDialogueTime,,,1,,,0
0xB62B3F,,MusicTrackHistory,MusicTrackHistory,,,1,,,0
0xB62C58,,_ZN20CAERadioTrackManager27m_nStatsLastHitTimeOutHoursE,CAERadioTrackManager::m_nStatsLastHitTimeOutHours,,,1,,,0
0xB62C59,,_ZN20CAERadioTrackManager29m_nStatsLastHitGameClockHoursE,CAERadioTrackManager::m_nStatsLastHitGameClockHours,,,1,,,0
0xB62C5A,,_ZN20CAERadioTrackManager28m_nStatsLastHitGameClockDaysE,CAERadioTrackManager::m_nStatsLastHitGameClockDays,,,1,,,0
0xB62C6C,,_ZN20CAERadioTrackManager21m_nStatsPassedDesert1E,CAERadioTrackManager::m_nStatsPassedDesert1,,,1,,,0
0xB62C6D,,_ZN20CAERadioTrackManager18m_nStatsPassedCat1E,CAERadioTrackManager::m_nStatsPassedCat1,,,1,,,0
0xB62C6E,,_ZN20CAERadioTrackManager22m_nStatsPassedCasino10E,CAERadioTrackManager::m_nStatsPassedCasino10,,,1,,,0
0xB62C6F,,_ZN20CAERadioTrackManager21m_nStatsPassedCasino6E,CAERadioTrackManager::m_nStatsPassedCasino6,,,1,,,0
0xB62C70,,_ZN20CAERadioTrackManager21m_nStatsPassedCasino3E,CAERadioTrackManager::m_nStatsPassedCasino3,,,1,,,0
0xB62C71,,_ZN20CAERadioTrackManager20m_nStatsCitiesPassedE,CAERadioTrackManager::m_nStatsCitiesPassed,,,1,,,0
0xB62CB0,,AESoundManager,AESoundManager,CAESoundManager,,36028,,,0
0xB6B970,,utraxThreadDesc,utraxThreadDesc,,,1,,,0
0xB6B98C,,_ZN21CAEVehicleAudioEntity31s_pVehicleAudioSettingsForRadioE,CAEVehicleAudioEntity::s_pVehicleAudioSettingsForRadio,,,1,,,0
0xB6B990,,_ZN21CAEVehicleAudioEntity15s_pPlayerDriverE,CAEVehicleAudioEntity::s_pPlayerDriver,CPed *,,4,,,0
0xB6B994,,_ZN21CAEVehicleAudioEntity21s_HelicoptorsDisabledE,CAEVehicleAudioEntity::s_HelicoptorsDisabled,,,1,,,0
0xB6B998,,_ZN21CAEVehicleAudioEntity21s_NextDummyEngineSlotE,CAEVehicleAudioEntity::s_NextDummyEngineSlot,,,1,,,0
0xB6B99C,,_ZN21CAEVehicleAudioEntity25s_pPlayerAttachedForRadioE,CAEVehicleAudioEntity::s_pPlayerAttachedForRadio,,,1,,,0
0xB6B9A0,,_ZN21CAEVehicleAudioEntity18s_DummyEngineSlotsE,CAEVehicleAudioEntity::s_DummyEngineSlots,Unk4[10],,40,,,0
0xB6BAD4,,hWmvcore,hWmvcore,HMODULE,,4,,,0
0xB6BAD8,,_wmvcoreLoaded,_wmvcoreLoaded,"int (__stdcall *)(_DWORD, _DWORD, _DWORD)",,4,,,0
0xB6BC90,,AudioEngine,AudioEngine,CAudioEngine,,8152,,,0
0xB6DC6C,,_ZN11CAudioZones14m_aActiveBoxesE,CAudioZones::m_aActiveBoxes,int[],,40,,,0
0xB6DC94,,_ZN11CAudioZones16m_aActiveSpheresE,CAudioZones::m_aActiveSpheres,int[],,40,,,0
0xB6DCBC,,_ZN11CAudioZones16m_NumActiveBoxesE,CAudioZones::m_NumActiveBoxes,,,1,,,0
0xB6DCC0,,_ZN11CAudioZones18m_NumActiveSpheresE,CAudioZones::m_NumActiveSpheres,,,1,,,0
0xB6DCC8,,_ZN11CAudioZones12m_NumSpheresE,CAudioZones::m_NumSpheres,,,1,,,0
0xB6DCD8,,_ZN11CAudioZones8m_aBoxesE,CAudioZones::m_aBoxes,__int16[],,2,,,0
0xB6EBA8,,_ZN11CAudioZones10m_aSpheresE,CAudioZones::m_aSpheres,tAudioZoneSphere[2],,84,,,0
0xB6EC10,,_ZN7CCamera22m_f3rdPersonCHairMultYE,CCamera::m_f3rdPersonCHairMultY,,,1,,,0
0xB6EC14,,_ZN7CCamera22m_f3rdPersonCHairMultXE,CCamera::m_f3rdPersonCHairMultX,,,1,,,0
0xB6EC18,,_ZN7CCamera21m_fMouseAccelVerticalE,CCamera::m_fMouseAccelVertical,,,1,,,0
0xB6EC1C,,_ZN7CCamera20m_fMouseAccelHorzntlE,CCamera::m_fMouseAccelHorzntl,float,,4,,,0
0xB6EC20,,gbFirstPersonRunThisFrame,gbFirstPersonRunThisFrame,,,1,,,0
0xB6EC2C,,gAllowScriptedFixedCameraCollision,gAllowScriptedFixedCameraCollision,,,1,,,0
0xB6EC2D,,bDidWeProcessAnyCinemaCam,bDidWeProcessAnyCinemaCam,,,1,,,0
0xB6EC2E,,_ZN7CCamera20m_bUseMouse3rdPersonE,CCamera::m_bUseMouse3rdPerson,,,1,,,0
0xB6EC40,,gbCineyCamProcessedOnFrame,gbCineyCamProcessedOnFrame,,,1,,,0
0xB6EC7C,,inVec,inVec,RwV3d,,12,,,0
0xB6ECA0,,gHandShaker,gHandShaker,CamJiggleObject,,148,,,0
0xB6ED40,,fValue1,fValue1,float,,4,,,0
0xB6F028,,TheCamera,TheCamera,CCamera,,3448,,,0
0xB6FDA0,,gIdleCam,gIdleCam,CIdleCam,,156,,,0
0xB6FE40,,matrixBuffered,matrixBuffered,CMatrix,,72,,,0
0xB70048,,bJiggleInit,bJiggleInit,BYTE,,1,,,0
0xB70144,CClock,_ZN6CClock19bClockHasBeenStoredE,CClock::bClockHasBeenStored,bool,,1,,,0
0xB70148,CClock,_ZN6CClock27ms_Stored_nGameClockSecondsE,CClock::ms_Stored_nGameClockSeconds,unsigned __int16,,2,,,0
0xB7014A,CClock,_ZN6CClock27ms_Stored_nGameClockMinutesE,CClock::ms_Stored_nGameClockMinutes,unsigned __int8,,1,,,0
0xB7014B,CClock,_ZN6CClock25ms_Stored_nGameClockHoursE,CClock::ms_Stored_nGameClockHours,unsigned __int8,,1,,,0
0xB7014C,CClock,_ZN6CClock24ms_Stored_nGameClockDaysE,CClock::ms_Stored_nGameClockDays,unsigned __int8,,1,,,0
0xB7014D,CClock,_ZN6CClock26ms_Stored_nGameClockMonthsE,CClock::ms_Stored_nGameClockMonths,unsigned __int8,,1,,,0
0xB7014E,CClock,_ZN6CClock10CurrentDayE,CClock::CurrentDay,unsigned __int8,,1,,,0
0xB70150,CClock,_ZN6CClock20ms_nGameClockSecondsE,CClock::ms_nGameClockSeconds,unsigned __int16,,2,,,0
0xB70152,CClock,_ZN6CClock20ms_nGameClockMinutesE,CClock::ms_nGameClockMinutes,unsigned __int8,,1,,,0
0xB70153,CClock,_ZN6CClock18ms_nGameClockHoursE,CClock::ms_nGameClockHours,unsigned __int8,,1,,,0
0xB70154,CClock,_ZN6CClock17ms_nGameClockDaysE,CClock::ms_nGameClockDays,unsigned __int8,,1,,,0
0xB70155,CClock,_ZN6CClock18ms_nGameClockMonthE,CClock::ms_nGameClockMonth,unsigned __int8,,1,,,0
0xB70158,CClock,_ZN6CClock17ms_nLastClockTickE,CClock::ms_nLastClockTick,unsigned int,,4,,,0
0xB7015C,CClock,_ZN6CClock29ms_nMillisecondsPerGameMinuteE,CClock::ms_nMillisecondsPerGameMinute,unsigned int,,4,,,0
0xB70198,,ControlsManager,ControlsManager,,,1,,,0
0xB7147C,,str,str,char[],,32,,,0
0xB71508,,_ZN6CDebug19ms_nCurrentTextLineE,CDebug::ms_nCurrentTextLine,,,1,,,0
0xB71510,,gString2,gString2,char[],,352,,,0
0xB71670,,gString,gString,char[200],,400,,,0
0xB71804,,_buildingCount,_buildingCount,,,1,,,0
0xB71808,,numBBfailed,numBBfailed,,,1,,,0
0xB71840,CFileLoader,gAtomicModelId,gAtomicModelId,unsigned int,,4,,global variable to be used in a callback,0
0xB71848,CFileLoader,_ZN11CFileLoader7ms_lineE,CFileLoader::ms_line,char[512],,512,,,0
0xB71A60,,_ZN8CFileMgr10ms_dirNameE,CFileMgr::ms_dirName,char[],,128,,,0
0xB71AE0,,_ZN8CFileMgr14ms_rootDirNameE,CFileMgr::ms_rootDirName,char[],,128,,,0
0xB71B68,,_ZN13CCreepingFire13m_aFireStatusE,CCreepingFire::m_aFireStatus,char[32][32],,1024,,,0
0xB71F80,,gFireManager,gFireManager,CFireManager,,2404,,,0
0xB728E8,CGame,gameTxdSlot,gameTxdSlot,int,,4,,,0
0xB728EC,CGame,_ZN5CGame8aDatFileE,CGame::aDatFile,char[32],,32,,Current number of area,0
0xB7290C,CGame,_ZN5CGame9currLevelE,CGame::currLevel,int,,4,,,0
0xB72910,CGame,_ZN5CGame16bMissionPackGameE,CGame::bMissionPackGame,unsigned __int8,,1,,,0
0xB72914,CGame,_ZN5CGame8currAreaE,CGame::currArea,int,,4,,,0
0xB72920,CGame,_ZN5CGame17m_pWorkingMatrix1E,CGame::m_pWorkingMatrix1,RwMatrix *,,4,,,0
0xB72924,CGame,_ZN5CGame17m_pWorkingMatrix2E,CGame::m_pWorkingMatrix2,RwMatrix *,,4,,,0
0xB72958,,gbLARiots,gbLARiots,,,1,,,0
0xB72959,,gbLARiots_NoPoliceCars,gbLARiots_NoPoliceCars,,,1,,,0
0xB7295A,,gbBigWhiteDebugLightSwitchedOn,gbBigWhiteDebugLightSwitchedOn,,,1,,,0
0xB72978,,g_LoadMonitor,g_LoadMonitor,,,1,,,0
0xB72C68,,version_number,version_number,,,1,,,0
0xB72C6C,,gHorZ,gHorZ,,,1,,,0
0xB72CA0,,gColourTop,gColourTop,RwRGBA,,4,,,0
0xB72CA4,,gColourBottom,gColourBottom,,,1,,,0
0xB72CA8,,_?lastTickTime,_?lastTickTime,,,1,,,0
0xB72CB0,,_ZN4CPad12TempKeyStateE,CPad::TempKeyState,CKeyboardState,,624,,,0
0xB72F20,,_ZN4CPad11OldKeyStateE,CPad::OldKeyState,,,1,,,0
0xB73190,,_ZN4CPad11NewKeyStateE,CPad::NewKeyState,CKeyboardState,,624,,,0
0xB73400,,_padNumber,_padNumber,,,1,,,0
0xB73402,,_ZN4CPad15bInvertLook4PadE,CPad::bInvertLook4Pad,,,1,,,0
0xB73404,,_ZN4CPad26PCTempMouseControllerStateE,CPad::PCTempMouseControllerState,,,1,,,0
0xB73418,,_ZN4CPad23NewMouseControllerStateE,CPad::NewMouseControllerState,,,1,,,0
0xB7342C,,_ZN4CPad23OldMouseControllerStateE,CPad::OldMouseControllerState,,,1,,,0
0xB73458,,Pads,Pads,CPad[2],,616,,,0
0xB73708,,g_nNumIm3dDrawCalls,g_nNumIm3dDrawCalls,,,1,,,0
0xB73710,,colPointEntityCollision,colPointEntityCollision,CColPoint,,44,,,0
0xB74238,,numMatrices,numMatrices,,,1,,,0
0xB74240,,gDummyMatrix,gDummyMatrix,CMatrix,,72,,,0
0xB74288,,gMatrixList,gMatrixList,CMatrixLinkList,,508,,,0
0xB74484,,_ZN6CPools25ms_pPtrNodeSingleLinkPoolE,CPools::ms_pPtrNodeSingleLinkPool,CPool *,,4,,,0
0xB74488,,_ZN6CPools25ms_pPtrNodeDoubleLinkPoolE,CPools::ms_pPtrNodeDoubleLinkPool,void *,,4,,,0
0xB7448C,,_EntryInfoNodePool,_EntryInfoNodePool,void *,,4,,,0
0xB74490,,_ZN6CPools11ms_pPedPoolE,CPools::ms_pPedPool,CPool *,,4,,,0
0xB74494,,_ZN6CPools15ms_pVehiclePoolE,CPools::ms_pVehiclePool,CPool *,,4,,,0
0xB74498,,_ZN6CPools16ms_pBuildingPoolE,CPools::ms_pBuildingPool,CPool *,,4,,,0
0xB7449C,,_ZN6CPools14ms_pObjectPoolE,CPools::ms_pObjectPool,CPool *,,4,,,0
0xB744A0,,_ZN6CPools13ms_pDummyPoolE,CPools::ms_pDummyPool,void *,,4,,,0
0xB744A4,,_ZN6CPools16ms_pColModelPoolE,CPools::ms_pColModelPool,CPool *,,4,,,0
0xB744A8,,_ZN6CPools12ms_pTaskPoolE,CPools::ms_pTaskPool,CPool *,,4,,,0
0xB744AC,,_ZN6CPools13ms_pEventPoolE_ptr,_ZN6CPools13ms_pEventPoolE_ptr,CPool *,,4,,,0
0xB744B0,,_PointRoutePool,_PointRoutePool,void *,,4,,,0
0xB744B4,,_ZN6CPools19ms_pPatrolRoutePoolE,CPools::ms_pPatrolRoutePool,void *,,4,,,0
0xB744B8,,_NodeRoutePool,_NodeRoutePool,void *,,4,,,0
0xB744BC,,_ZN6CPools21ms_pTaskAllocatorPoolE_ptr,_ZN6CPools21ms_pTaskAllocatorPoolE_ptr,void *,,4,,,0
0xB744C0,,_PedIntelligencePool,_PedIntelligencePool,void *,,4,,,0
0xB744C4,,_PedAttractorPool,_PedAttractorPool,void *,,4,,,0
0xB744E0,,_ZN8CProfile15ms_afMaxEndTimeE,CProfile::ms_afMaxEndTime,,,1,,,0
0xB744FC,,_ZN8CProfile22ms_afMaxCumulativeTimeE,CProfile::ms_afMaxCumulativeTime,,,1,,,0
0xB74518,,_ZN8CProfile17ms_pProfileStringE,CProfile::ms_pProfileString,char *[7],,28,,,0
0xB74538,,_ZN8CProfile14ms_aBarColoursE,CProfile::ms_aBarColours,int[6],,24,,,0
0xB74550,,_ZN8CProfile12ms_afEndTimeE,CProfile::ms_afEndTime,float[7],,28,,,0
0xB7456C,,_ZN8CProfile19ms_afCumulativeTimeE,CProfile::ms_afCumulativeTime,float[7],,28,,,0
0xB74588,,_ZN8CProfile14ms_afStartTimeE,CProfile::ms_afStartTime,float[7],,28,,,0
0xB745BC,,_ZN13CQuadTreeNode20ms_pQuadTreeNodePoolE,CQuadTreeNode::ms_pQuadTreeNodePool,CPool *,,4,,,0
0xB745C0,,_ZN9CRenderer17ms_bRenderTunnelsE,CRenderer::ms_bRenderTunnels,,,1,,,0
0xB745C1,,_ZN9CRenderer24ms_bRenderOutsideTunnelsE,CRenderer::ms_bRenderOutsideTunnels,,,1,,,0
